endpoint_id,image,x_px,y_px,refdes,pin,candidate_net,confidence,review_state,reviewer,note
seed-component-D96-6,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3148.000,2340.000,D96,6,,local-package-fit,measurement,codex-photo-review,Validated D96 fit identifies physical pin6; projecting the full 14-contact package through the registered component panorama aligns both rows and the notch with the same КМ555ТМ2 beside D99; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D96-6,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,762.000,2087.000,D96,6,,local-package-fit,measurement,codex-photo-review,"Validated reflected D96 fit identifies the physical solder joint, distinct from the adjacent open vias; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D96-8,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3307.000,2393.000,D96,8,,local-package-fit,measurement,codex-photo-review,Validated D96 fit identifies Q2_N/pin8; full-package cross-photo registration shows its copper reaches a right-hand through-hole distinct from the D99.2 handoff; no far endpoint accepted; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D96-8,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,624.200,2131.600,D96,8,,local-package-fit,measurement,codex-photo-review,Validated D96 fit extrapolates pin8 into the broad-rail-obscured package end; component-side registration rejects D99.2 as its destination
seed-component-D96-9,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3307.000,2340.000,D96,9,,local-package-fit,measurement,codex-photo-review,Validated D96 fit identifies physical pin9; projecting the full 14-contact package through the registered component panorama aligns both rows and the notch with the same КМ555ТМ2 beside D99; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D96-9,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,624.600,2085.800,D96,9,,local-package-fit,measurement,codex-photo-review,"Validated reflected D96 fit identifies the physical solder joint, distinct from the adjacent open vias; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-1,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2579.000,1599.000,D97,1,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-1,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1615.000,1097.000,D97,1,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-10,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2913.286,1427.571,D97,10,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-10,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1283.286,1262.857,D97,10,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-11,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2857.286,1428.143,D97,11,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-11,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1338.571,1262.857,D97,11,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-12,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2801.286,1428.714,D97,12,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-12,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1393.857,1262.857,D97,12,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-13,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2745.286,1429.286,D97,13,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-13,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1449.143,1262.857,D97,13,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-14,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2689.286,1429.857,D97,14,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-14,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1504.429,1262.857,D97,14,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-15,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2633.286,1430.429,D97,15,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-15,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1559.714,1262.857,D97,15,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-2,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2635.000,1598.429,D97,2,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-2,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1559.714,1097.000,D97,2,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-3,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2691.000,1597.857,D97,3,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-3,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1504.429,1097.000,D97,3,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-4,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2747.000,1597.286,D97,4,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-4,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1449.143,1097.000,D97,4,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-5,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2803.000,1596.714,D97,5,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-5,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1393.857,1097.000,D97,5,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-6,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2859.000,1596.143,D97,6,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-6,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1338.571,1097.000,D97,6,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-7,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2915.000,1595.571,D97,7,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-7,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1283.286,1097.000,D97,7,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D97-9,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2969.286,1427.000,D97,9,,local-package-fit,measurement,codex-photo-review,Validated D97 component fit identifies the first К155АГ3 right of D101 and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D97-9,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1228.000,1262.857,D97,9,,local-package-fit,measurement,codex-photo-review,"Validated D97 solder fit identifies the physical joint in the middle backside package, one package right of D102; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D98-1,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2914.400,1545.000,D98,1,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-1,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,981.000,1305.000,D98,1,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-10,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3248.000,1378.200,D98,10,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-10,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,697.286,1161.143,D98,10,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-11,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3192.400,1378.200,D98,11,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-11,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,744.571,1161.286,D98,11,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-12,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3136.800,1378.200,D98,12,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-12,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,791.857,1161.429,D98,12,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-13,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3081.200,1378.200,D98,13,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-13,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,839.143,1161.571,D98,13,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-14,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3025.600,1378.200,D98,14,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-14,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,886.429,1161.714,D98,14,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-15,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2970.000,1378.200,D98,15,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-15,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,933.714,1161.857,D98,15,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-2,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2970.000,1545.000,D98,2,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-2,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,933.714,1304.857,D98,2,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-3,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3025.600,1545.000,D98,3,D98_Y1_R94,local-package-fit,accepted,codex-photo-review,Accepted local net: registered D98.3 contact has uninterrupted visible component copper to the upper terminal of assembly-identified 220-ohm R94; R94.2 remains unresolved
seed-solder-D98-3,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,886.429,1304.714,D98,3,D98_Y1_R94,local-package-fit,accepted,codex-photo-review,Affine package-local fit identifies the matching D98.3 joint; paired component evidence closes only D98.3 to R94.1 and does not assign the resistor far terminal
seed-component-D98-4,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3081.200,1545.000,D98,4,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-4,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,839.143,1304.571,D98,4,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-5,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3136.800,1545.000,D98,5,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-5,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,791.857,1304.429,D98,5,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-6,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3192.400,1545.000,D98,6,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-6,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,744.571,1304.286,D98,6,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D98-7,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3248.000,1545.000,D98,7,D98_Y3_S1_2,local-package-fit,accepted,codex-photo-review,Validated package-local contact carries the visible white wire-18 lead; sheets 2-5 independently identify А:18 to S1:2. Matching solder fit shows no PCB-copper departure from D98.7.
seed-solder-D98-7,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,697.286,1304.143,D98,7,D98_Y3_S1_2,local-package-fit,accepted,codex-photo-review,Affine package-local fit identifies the matching D98.7 joint; no solder-side copper departs the pad. Component evidence and the factory wire table close the only external path through А:18 to S1:2.
seed-component-D98-9,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,3303.600,1378.200,D98,9,,local-package-fit,measurement,codex-photo-review,Validated D98 component fit identifies the physical package contact; wires or the package body still obscure the remote fanout; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D98-9,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,650.000,1161.000,D98,9,,local-package-fit,measurement,codex-photo-review,Validated affine D98 fit identifies the physical solder joint on the complete 2x8 package rows; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D99-1,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,3216.857,1059.000,D99,1,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-1,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,960.143,900.571,D99,1,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-10,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2883.000,1231.286,D99,10,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-10,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1290.143,737.714,D99,10,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-11,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2939.000,1230.571,D99,11,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-11,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1235.286,737.429,D99,11,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-12,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2995.000,1229.857,D99,12,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-12,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1180.429,737.143,D99,12,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-13,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,3051.000,1229.143,D99,13,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies section-1 Q/pin13; it cannot be the live FDC clock source because direct copper holds section-1 CLR_N low; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-13,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1125.571,736.857,D99,13,,local-package-fit,measurement,codex-photo-review,Validated D99 backside fit identifies Q/pin13; its apparent alignment with the D93.24 trace is rejected by the independently proved grounded clear input; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D99-14,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,3107.000,1228.429,D99,14,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-14,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1070.714,736.571,D99,14,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-15,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,3163.000,1227.714,D99,15,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-15,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1015.857,736.286,D99,15,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-2,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,3160.857,1059.714,D99,2,,local-package-fit,measurement,codex-photo-review,Validated D99 fit identifies B/pin2; its vertical component trace reaches a through-hole distinct from D96.8's right-hand handoff; far endpoint remains unresolved; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-2,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1015.000,900.857,D99,2,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; component-side registration rejects D96.8 as its destination; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-3,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,3104.857,1060.429,D99,3,GND,local-package-fit,accepted,codex-photo-review,Validated D99 fit identifies CLR_N/pin3; full-package cross-photo registration identifies the adjacent КМ555ТМ2 as D96 and uninterrupted component copper reaches D96.7 GND
seed-solder-D99-3,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1069.857,901.143,D99,3,GND,local-package-fit,accepted,codex-photo-review,Matching D99 solder joint for the component-proved D99.3 CLR_N to D96.7 GND connection
seed-component-D99-4,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,3048.857,1061.143,D99,4,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-4,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1124.714,901.429,D99,4,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-5,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2992.857,1061.857,D99,5,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-5,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1179.571,901.714,D99,5,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-6,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2936.857,1062.571,D99,6,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-6,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1234.429,902.000,D99,6,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-7,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2880.857,1063.286,D99,7,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-7,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1289.286,902.286,D99,7,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D99-9,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2827.000,1232.000,D99,9,,local-package-fit,measurement,codex-photo-review,Validated D99 component fit identifies the cable-crossed notch-right К155АГ3 package beside D95 and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D99-9,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1345.000,738.000,D99,9,,local-package-fit,measurement,codex-photo-review,"Validated D99 solder fit identifies the physical joint in the left backside package, before D95; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D101-1,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2445.562,1430.633,D101,1,,local-package-fit,measurement,codex-photo-review,Validated D101 component fit identifies the distinct 8812-marked К555КП12 package contact and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D101-1,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1790.429,1261.143,D101,1,,local-package-fit,measurement,codex-photo-review,Validated D101 solder fit identifies the physical joint in the rightmost backside package after D102 and D97; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D101-10,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2114.655,1599.601,D101,10,,local-package-fit,measurement,codex-photo-review,Validated D101 component fit identifies the distinct 8812-marked К555КП12 package contact and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D101-10,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,2112.286,1099.143,D101,10,,local-package-fit,measurement,codex-photo-review,Validated D101 solder fit identifies the physical joint in the rightmost backside package after D102 and D97; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D101-11,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2170.040,1599.133,D101,11,,local-package-fit,measurement,codex-photo-review,Validated D101 component fit identifies the distinct 8812-marked К555КП12 package contact and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D101-11,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,2058.571,1099.286,D101,11,,local-package-fit,measurement,codex-photo-review,Validated D101 solder fit identifies the physical joint in the rightmost backside package after D102 and D97; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D101-12,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2225.426,1598.664,D101,12,,local-package-fit,measurement,codex-photo-review,Validated D101 component fit identifies the distinct 8812-marked К555КП12 package contact and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D101-12,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,2004.857,1099.429,D101,12,,local-package-fit,measurement,codex-photo-review,Validated D101 solder fit identifies the physical joint in the rightmost backside package after D102 and D97; local solder package fit establishes pad identity only; no electrical path accepted
seed-component-D101-13,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2280.811,1598.196,D101,13,,local-package-fit,measurement,codex-photo-review,Validated D101 component fit identifies the distinct 8812-marked К555КП12 package contact and replaces the displaced projection; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D101-13,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1951.143,1099.571,D101,13,,local-package-fit,measurement,codex-photo-review,Validated D101 solder fit identifies the physical joint in the rightmost backside package after D102 and D97; local solder package fit establishes pad identity only; no electrical path accepted
